id,old,new,procedure_ref
A9-0292/2022-82,"(a) switching as soon as possible to qualified majority voting for decisions in all areas of the CFSP, starting with priority areas within a year, such as the EU Global Human Rights Sanctions Regime (EU Magnitsky Act) and other foreign policy areas, by using the passerelle clauses provided for in the Treaties, except for the creation of military missions or operations with an executive mandate under the CSDP, for which unanimity must still be required;",(a) maintaining unity and solidarity;,2022/2048(INI)
A9-0292/2022-83,"(b) convening a convention by activating the procedure for revising the Treaties provided for in Article 48 of the TEU, with the objective of, inter alia, enshrining qualified majority voting for all matters relating to the EU’s CFSP in the Treaties;",deleted,2022/2048(INI)
A9-0292/2022-85,"(d) encouraging, pending the full application of qualified majority voting to decisions without military or defence implications, the use of constructive abstention in line with Article 31(1) of the TEU;",deleted,2022/2048(INI)
A9-0292/2022-89,"20. Insists on the full implementation and systematic integration of gender mainstreaming and the EU Gender Action Plan III (GAP III) in all EU external action, including trade and sustainable development policy, at all levels of engagement and in all relevant activities and concepts, including beyond the lifetime of the GAP III;","20. Insists on the full implementation and systematic integration of gender mainstreaming and the EU Gender Action Plan III (GAP III) in all EU external action, including trade and sustainable development policy, at all levels of engagement and in all relevant activities and concepts, including beyond the lifetime of the GAP III; urges the EEAS to enhance its geographical balance in order to have appropriate national representation reflecting the diversity of all Member States, as indicated in Article 27 of the Staff Regulations of Officials;",2022/2048(INI)
A9-0292/2022-90,"23. Urges the Member States and the Commission to strengthen the role of the VP/HR; points out that this can be achieved through a Treaty change that would make the VP/HR foreign minister of the Union, make them the main external representative of the Union in international forums and allow them to be present ex officio in negotiating formats initiated or led by Member States; supports the call from citizens of the Union expressing their wish in the Conference on the Future of Europe for the EU to speak with one voice;",deleted,2022/2048(INI)
A9-0292/2022-97,"52. Stresses the need to strengthen the UN as a priority and to develop a truly strategic partnership between the UN and the EU on global priorities such as climate action and human rights, but also for crisis management; emphasises that the Union must continue to take the lead in the promotion of a more relevant, resilient and effective multilateralism which forms the basis for inclusive policy dialogue, cooperation and convergence aimed at advancing human security, sustainable development and the prevention and peaceful resolution of conflicts in full respect of international law and human rights; urges the Union and its Member States to speak with one voice in multilateral forums, strengthen ties with like-minded partners around the world, intensify outreach to third countries and their populations and pursue pragmatic sectoral multilateral solutions in areas in which doing so is in accordance with its values-based interests;","52. Stresses the need to strengthen the UN as a priority and to develop a truly strategic partnership between the UN and the EU on global priorities such as climate action and human rights, but also for crisis management; emphasises that the Union must continue to take the lead in the promotion of a more relevant, resilient and effective multilateralism which forms the basis for inclusive policy dialogue, cooperation and convergence aimed at advancing human security, sustainable development and the prevention and peaceful resolution of conflicts in full respect of international law and human rights; urges the Union and its Member States to speak with one voice in multilateral forums, strengthen ties with like-minded partners around the world, intensify outreach to third countries and their populations and pursue pragmatic sectoral multilateral solutions in areas in which doing so is in accordance with its values-based interests; regrets that due to the veto power of the Russian Federation, and to some extent China, the UN Security Council has not been able to address the most urgent crises properly; calls on all UN member states to take action, taking into account the fact that the Russian Federation has severely violated the very foundations of the UN Charter, to revoke Russia’s veto powers at the Security Council and to expel Russia from the UN, as happened with the USSR from the League of Nations in 1939 after its aggression towards Poland and Finland; calls for the suspension of Russia’s membership in international organisations, including the World Trade Organization, the World Customs Organization, UNICEF, UNESCO and the International Monetary Fund;",2022/2048(INI)
A9-0292/2022-101,"69. Condemns in the strongest possible terms the Chinese government-led system of forced labour and its crimes against humanity in Xinjiang, which represent a high risk of genocide; urges the Chinese government to end the systematic persecution of Uyghurs, including the appalling fact that Uyghur women are specifically targeted by the authorities, implementing an official scheme of targeted birth prevention measures, including forcing women of childbearing age to be subjected to abortions, intrauterine injections and sterilisation, measures that could meet the criteria for the worst crimes against humanity;","69. Condemns in the strongest possible terms the Chinese government-led system of forced labour and its crimes against humanity in Xinjiang, which represent a high risk of genocide; urges the Chinese government to end the systematic persecution of Uyghurs, including the appalling fact that Uyghur women are specifically targeted by the authorities, implementing an official scheme of targeted birth prevention measures, including forcing women of childbearing age to be subjected to abortions, intrauterine injections and sterilisation, measures that could meet the criteria for the worst crimes against humanity; remains deeply concerned about the situation in Tibet and the Chinese Communist Party’s policy targeting freedom of speech and the freedoms of thought, belief and religion;",2022/2048(INI)
A9-0292/2022-106,"130. Condemns the brutal crackdown by Iran, including the Islamic Revolutionary Guard Corps (IRGC), on the demonstrations after the death of Mahsa Amini, following her violent arrest, abuse and ill-treatment by Iranʼs ‘morality police’; reiterates its support for the peaceful protest movement across the country, protesting against Mahsa Amini’s killing, the systemic and increasing oppression of women and the severe and mass violations of human rights and fundamental freedoms; is appalled by the unrestrained and disproportionate use of force by the Iranian police and security forces against peaceful protesters; calls for a robust EU response to Iran’s involvement in Russia’s war of aggression against Ukraine;","130. Condemns the brutal crackdown by Iran, including the Islamic Revolutionary Guard Corps (IRGC), on the demonstrations after the death of Mahsa Amini, following her violent arrest, abuse and ill-treatment by Iranʼs ‘morality police’; calls for the EU and its Member States to include the IRGC on the EU’s terrorist list in the light of its terrorist activity, the repression of protesters and its supplying of drones to Russia; reiterates its support for the peaceful protest movement across the country, protesting against Mahsa Amini’s killing, the systemic and increasing oppression of women and the severe and mass violations of human rights and fundamental freedoms; is appalled by the unrestrained and disproportionate use of force by the Iranian police and security forces against peaceful protesters; calls for a robust EU response to Iran’s involvement in Russia’s war of aggression against Ukraine;",2022/2048(INI)
A9-0292/2022-107,133. Calls for a swift restoration and full implementation by all parties of the Joint Comprehensive Plan of Action (JCPOA); notes that non-proliferation is a cornerstone for the stabilisation of the Middle East and the Gulf region;,"133. Notes that non-proliferation is a cornerstone for the stabilisation of the Middle East and the Gulf region; calls for diplomatic efforts to be continued to ensure that Iran does not develop nuclear weapons; is of the opinion, however, that any further negotiations on the Joint Comprehensive Plan of Action (JCPOA) cannot disregard Iran’s other harmful policies, projects and military programmes;",2022/2048(INI)
A9-0292/2022-109,146. Calls on the competent EU institutions to jointly draw up end of war scenarios taking into account a potentially destabilised and weakened Russia and planning for its potential reform;,"146. Is strongly convinced that only Ukraine’s ultimate victory over Russia will defend the global order and deter other aggressive actors from conducting wars of aggression; underlines that only a defeated, deimperialised and decolonised Russia may be a partner for any future cooperation; calls on the competent EU institutions to jointly draw up end of war scenarios taking into account a potentially destabilised and weakened Russia and planning for its potential reform;",2022/2048(INI)
A9-0251/2022-17,NULL,"(a)a recognise that EU Member States are free to define their priorities regarding their prosperity and security, in accordance with the existing international legal framework;",2022/2064(INI)
A9-0251/2022-18,"(d) enhance the EU’s capacity to act by reforming decision-making, including through the introduction of qualified majority voting in areas relevant to the accession process, and ensuring the effective functioning of an enlarged union as a whole; abolish, in particular, the requirement for unanimity when deciding on the start of the negotiation process as well as the opening and closing of individual negotiating clusters and chapters;","(d) maintain the requirement for unanimity in the Council on all matters relating to foreign policy, in particular enlargement-related issues, since any move towards qualified majority voting on foreign-policy matters would undermine the sovereignty of the Member States;",2022/2064(INI)
A9-0251/2022-19,NULL,"(y)a permanently terminate the accession negotiations between the EU and Türkiye and halt the provision of all funding to Türkiye, specifically in terms of IPA III, owing to the fact that, for geographical, cultural and historical reasons, Türkiye could never be part of the EU; recall the migratory pressure exerted on the EU by President Erdogan;",2022/2064(INI)
A9-0414/2023-1,"O. whereas the Ombudsman opened a strategic inquiry into the systemic and significant delays in how the Commission handles requests for public access to documents; whereas the Ombudsman found maladministration in the Commission’s way of handling such requests, notably in dealing with requests to review initial decisions (‘confirmatory applications’)6;  _________________  6 European Ombudsman, ‘Decision on the time the European Commission takes to deal with requests for public access to documents (strategic inquiry OI/2/2022/OAM)’, 18 September 2023.","O. whereas the Ombudsman opened a strategic inquiry into the systemic and significant delays in how the Commission handles requests for public access to documents, including documents concerning the purchase of COVID-19 vaccines; whereas the Ombudsman found maladministration in the Commission’s way of handling such requests, notably in dealing with requests to review initial decisions (‘confirmatory applications’)6; _________________  6 European Ombudsman, ‘Decision on the time the European Commission takes to deal with requests for public access to documents (strategic inquiry OI/2/2022/OAM)’, 18 September 2023.",2023/2120(INI)
A9-0414/2023-2,NULL,"Pa. whereas in 2022 the Ombudsman continued to receive a large number of complaints related to the COVID-19 pandemic, predominantly concerning measures national authorities had put in place in response to the pandemic and the right to move freely within the EU; whereas the Ombudsman replied even to the complaints that were out of mandate and to all those seeking help in the language of their complaint or in the language of their preference by clarifying the Ombudsman’s mandate and, as far as possible, advising complainants to turn to other bodies1a; _________________ 1a European Ombudsman, ‘Annual Report 2022’, 25 April 2023.",2023/2120(INI)
A9-0414/2023-3,NULL,"Pb. whereas in 2022 the Ombudsman determined that the manner in which the Commission addressed a request for public access to documents related to the quality of medical masks distributed during the COVID-19 pandemic1a constituted maladministration; whereas this judgment is grounded in the Commission’s failure to grant complete access to three pending documents and the consequential issue that, due to the Commission’s stalling for nearly two years, the complainant is currently unable to utilise the disclosed information for its originally intended purpose; _________________ 1a European Ombudsman decision of 25 May 2022 on how the European Commission handled a request for public access to documents concerning the quality of medical masks distributed during the COVID-19 pandemic (case 790/2021/MIG).",2023/2120(INI)
A9-0414/2023-4,NULL,"Ta. whereas in 2022, noticing the flagrant absence of public information, the Ombudsman asked the Commission how it would ensure transparency in the negotiations of national recovery plans, how it would guarantee public scrutiny of milestones reached by Member States, and how it would supervise the audits1a; _________________ 1a European Ombudsman, ‘Ombudsman asks Commission how it will ensure accountability of recovery fund spending’, 28 February 2022.",2023/2120(INI)
A9-0414/2023-5,NULL,2a. Congratulates the European Ombudsman for her exemplary efforts during the pandemic years in safeguarding the rights of citizens against the unprecedented abuses by the Commission and in investigating the Commission’s refusal to provide access to documents and text messages related to the negotiation of COVID-19 vaccine purchase contracts using public funds;,2023/2120(INI)
A9-0414/2023-6,NULL,14a. Calls on the Ombudsman to persist in urging the Commission to immediately publish the unredacted contracts related to the procurement of COVID-19 vaccines;,2023/2120(INI)
A9-0375/2023-3,NULL,(aa) further pursue international cooperation to reach a conclusive assessment of the origins of COVID-19 and further examine the PRC’s actions during the outbreak of the pandemic;,2023/2127(INI)
A9-0375/2023-4,De-risking from China to ensure Europe’s open strategic autonomy,De-risking from China to ensure Europe’s strategic resilience,2023/2127(INI)
A9-0375/2023-7,NULL,"(afa) address threats emanating from China’s space programme and its military dimension such as ground-based counter space weapons that have already been deployed and tested, as well as efforts to develop new methods to threaten satellites, project power and collect intelligence;",2023/2127(INI)
A9-0375/2023-8,NULL,"(aka) address China’s increased presence in the Arctic and its policy and goals in the region, including its ambitions to launch a Polar Silk Road, to expand its energy supply and to access Arctic resources; examine the impact thereof on security, regional governance and the environment;",2023/2127(INI)
A9-0375/2023-11,NULL,"1a. Calls for the EU to distance itself from any Cold War rhetoric originating in the United States; rejects a world vision based on opposing geopolitical blocs; calls instead for a diversification of EU international cooperation, mutually beneficial trade agreements and genuine multilateralism;",2023/2127(INI)
A9-0393/2023-1,NULL,"14 a. Expresses grave concern about the spread of progressive orthodoxy and the growing cancel culture in academic institutions, which has silenced alternative voices and diverse perspectives; notes that this development has ostracized contrarians, limited academic freedom, strengthened conformism, and eviscerated robust intellectual debate; regrets that this has had a detrimental effect on researchers who often have been forced to choose between self-censorship and their academic career;",2023/2184(INL)
A9-0393/2023-2,NULL,"23 a. The legislative proposal should acknowledge and respect that the Treaties, the Charter of Fundamental Rights of the European Union, as well as national constitutions and subsequent national laws, may define the boundaries and parameters of this freedom in alignment with ethical values and priorities.",2023/2184(INL)
A9-0446/2023-2,NULL,"24a. Acknowledges that the Commission provides administrative and financial support for the establishment of information platforms (e.g. the EU Business and Biodiversity Platform for the Nature Restoration Law), but wonders whether, in some cases, the lack of monitoring of the reliability of the information disseminated could encourage one-sided partisan political influence, thus giving the impression that the executive branch is lobbying the legislative branch, which would constitute an improper use of taxpayers’ money, damaging the neutrality of scientific analysis, and may be perceived as a conflict of interest in the EU institutions;",2023/2122(INI)
A9-0446/2023-3,NULL,"26a. Is concerned by those situations in which substantial co-funding is awarded from the EU budget to beneficiaries, including NGOs, which are clearly and predominantly financed by non-European Economic Area states, networks or foundations, and which deliver research that impacts the European economy in a manner contrary to the EU’s interests (e.g. the whistleblower case in the European transport industry); urges the Commission to trace the flow of funds from the first donor in order to prevent damage to the EU’s interests; rejects any funding of organisations that have demonstrably spread false information and whose goals are directed against the fundamental values and recognised principles of the EU’s social market economy;",2023/2122(INI)
A9-0446/2023-4,NULL,"47a. Calls for all EU-funded beneficiaries, including NGOs, to publish online all meetings with MEPs, MEPs’ assistants or representatives of other EU institutions, bodies or agencies whenever such meetings relate to ongoing EU legislative files or to the EU financing that such beneficiaries receive or apply for, in line with similar obligations for MEPs; calls for the relevant EU institutions and bodies to provide the tools necessary for the publication of such meetings, while permitting justified exceptions;",2023/2122(INI)
A9-0446/2023-5,"48. Considers the adoption of an NGO regulation to be a discriminatory measure that targets NGOs but not any other EU funding recipients; is of the opinion that issues such as revolving doors, transparency in financing and donations, the fight against money laundering, limiting foreign interference, independence from political and economic influence, and whistleblowing are of importance for all entities receiving EU funds and should not be used to limit the space of action of NGOs;","48. In line with previous recommendations, calls for the adoption of an NGO regulation to address topics such as revolving doors, transparency in financing and donations, the fight against money laundering, limiting foreign interference, independence from political and economic influence, whistleblowing and transparent governance structures; believes that such issues are of importance for all entities receiving EU funds, and should not be used to limit the space of action of the NGOs;",2023/2122(INI)
A9-0437/2023-1,NULL,1a. Highlights the intrinsic value of the ocean and all species depending on it; stresses that healthy marine ecosystems are essential for life on Earth and play a key role in planetary well-being; acknowledges the need to improve ocean protection at global and EU level;,2023/2124(INI)
A9-0437/2023-2,NULL,"10a. Welcomes the fact that the action plan also addresses the potential for introducing additional measures to boost selectivity, including innovations to improve the selectivity of fishing gear and devices and measures to reduce catches of juveniles and the by-catch of sensitive species; recalls that incidental catches of sensitive marine species have to be reduced and, where possible, eliminated so that they do not threaten the conservation status of these species, as required by Regulation (EU) 2019/1241 of the European Parliament and of the Council of 20 June 2019 on the conservation of fisheries resources and the protection of marine ecosystems through technical measures;",2023/2124(INI)
A9-0437/2023-3,NULL,"10b. Welcomes the Commission’s calls to reduce the by-catch of sensitive species; highlights, in particular, the urgent need to act to reduce the by-catch of common dolphins and porpoises by establishing short-term closures of certain fishing areas combined with acoustic deterrent devices and improved monitoring systems, in line with scientific advice; recalls that financial compensation and incentives are available under the European Maritime Fisheries and Aquaculture Fund (EMFAF) for mitigating the socio- economic impacts of those measures;",2023/2124(INI)
A9-0437/2023-4,NULL,"11a. Stresses, for example, that scientific studies show that increasing mesh sizes and minimum landing sizes would make it possible to leave the youngest fish in the water and therefore increase the chances for fish populations to reproduce, leading to higher yields for fishers and higher landings per unit effort;",2023/2124(INI)
A9-0437/2023-5,NULL,"13a. Notes that there is a strong scientific consensus that MPAs can be beneficial to fisheries because of their spillover effect and their positive effects on recruitment, for example, through the protection of reproduction sites, juveniles and big mother fish with high reproductive capacities, as shown in various MPAs across the EU; highlights that, when successful, MPAs offer substantial socio-economic benefits, especially for coastal communities and the fisheries and tourism sector, and that MPAs can perform key ecological functions for the reproduction of fish populations, such as by providing spawning grounds and nurseries, and improve their resilience;",2023/2124(INI)
A9-0437/2023-6,NULL,"13b. Regrets the fact that many Member States have designated a large number of MPAs over the past decades without paying sufficient attention to their level of protection and effective management; calls on EU Member States to consider redesigning their maps of MPAs on the basis of high-quality criteria and to build science-based ecological networks of effective and sufficiently protected areas, including no-take zones, that deliver positive results for oceans, fishers and society as a whole;",2023/2124(INI)
A9-0437/2023-7,NULL,"14a. Reiterates its call to launch and fund scientific research programmes for mapping carbon-rich marine habitats in EU waters, which would serve as a basis for designating such areas as strictly protected MPAs, in order to protect and restore marine carbon sinks in line with the UN Framework Convention on Climate Change and to protect and restore ecosystems, in particular those on the seabed, in line with the Marine Strategy Framework Directive, thereby protecting them from human activities that could disturb and release carbon into the water column, such as bottom-contact fishing operations;",2023/2124(INI)
A9-0437/2023-8,NULL,"17a. Expresses its deep concern regarding the impact of oil and gas extraction on the marine environment, as well as on fisheries and aquaculture; reiterates its call to prohibit all environmentally damaging extractive industrial activities, such as mining and fossil fuel extraction, in MPAs;",2023/2124(INI)
A9-0437/2023-9,NULL,"18a. Recalls its concern regarding the widespread physical disturbance of the sea floor in coastal EU waters, in particular as a result of bottom trawling, which has been identified by the Food and Agriculture Organization of the UN as the gear type that contributes most to annual levels of discard and that has a highly detrimental impact on the seabed depending on the fishery and the particularities of the fished areas; notes that bottom trawling is one of the most used fishing techniques in the EU and that reducing bottom trawling should be done carefully, properly planned by governments and based on the best available scientific advice;",2023/2124(INI)
A9-0437/2023-10,NULL,18b. Welcomes the fact that the action plan calls on Member States to progressively phase out bottom trawling in MPAs and to mitigate the effects of bottom trawling on seabed ecosystems; stresses that long-term visibility and financial support is needed to ensure a just transition that leaves no fisher behind; considers that the same objectives should be defended at international level;,2023/2124(INI)
A9-0437/2023-11,NULL,"23a. Reiterates its support for tackling the detrimental impacts on the climate, sea-floor integrity, fish populations and sensitive species (as bycatch) of fishing techniques, such as demersal seine, mobile bottom-contacting gear, drift nets, or fish aggregating devices (FAD), including by limiting their use;",2023/2124(INI)
A9-0424/2023-8,NULL,"Ia. whereas, according to Open Doors, more than 360 million Christians face persecution, harassment or discrimination;",2023/2118(INI)
A9-0437/2023-12,NULL,"23b. Recalls its position on the proposal for a regulation of the European Parliament and of the Council amending Regulation (EU) No 1380/2013 of 11 December 2013, as regards restrictions to the access to Union waters1a, calling for a ban on demersal seine (Danish and Scottish seine) in French waters, as demanded by regional fisheries organisations; calls for the Member States and the EU to prohibit the use of demersal seine in all EU waters; ______________ 1a Texts adopted, P9_TA(2022)0395.",2023/2124(INI)
A9-0437/2023-13,NULL,23c. Calls for fishing vessels over 25 metres in length to be prohibited from fishing in EU waters up to 12 nautical miles from the baselines;,2023/2124(INI)
A9-0424/2023-10,NULL,"19a. Notes with concern that ‘wokeism’ and the resultant cancel culture widen societal divisions, discourage open and frank discourse, lead to a reductionist view of history, promote censorship and historical revisionism and inevitably curtail freedom of expression;",2023/2118(INI)
A9-0437/2023-14,NULL,39a. Recalls that Member States must fully implement Article 17 CFP when allocating fishing opportunities; calls on the Member States to allocate fishing opportunities on the basis of transparent and objective criteria based on the social and environmental performance of fishing fleets and to implement Article 17 as a tool to incentivise low-impact responsible fishing practices;,2023/2124(INI)
A9-0424/2023-11,NULL,"24a. Expresses grave concern that Christians remain the most persecuted religious group in the world; condemns, in the strongest terms, any and all attacks against Christian communities; deeply regrets the desecration and vandalism of sacred and religious sites; calls for the EU and its Member States to condemn all such actions and to defend and protect our Christian heritage;",2023/2118(INI)
A9-0424/2023-12,NULL,28a. Notes with concern and condemns the rise of antisemitism in the world;,2023/2118(INI)
A9-0424/2023-13,NULL,"30a. Expresses concern regarding policies of reverse racial discrimination in South Africa, where there are currently more than 120 racial laws in place even though apartheid ended 30 years ago; further condemns the brutal and torturous murders of South African farmers, which are a direct result of political party members singing songs such as ‘Kill the Boer, kill the farmer’; urges the South African Government to prioritise the prevention, investigation and prosecution of these attacks as a matter of extreme urgency; condemns the fact that these attacks are widely ignored or rationalised by the international community;",2023/2118(INI)
A9-0424/2023-14,NULL,"40a. Condemns, in the strongest terms, all instances of female genital mutilation, honour killings, child marriages and forced marriages, all of which are specifically prevalent in Islamic communities;",2023/2118(INI)
A9-0424/2023-15,"44. Denounces the erosion of the human rights and the safety of migrants, refugees and forcibly displaced persons; reaffirms their inalienable human rights and recalls the obligation of states to protect them in accordance with pertinent international law; calls for the EU and its Member States to effectively uphold these rights in the EU’s migration and asylum policies and their cooperation with partner countries in this regard; deplores the increasing trend of xenophobia, racism and discrimination towards migrants; stresses that refugees and migrants, especially those who are undocumented, face different forms of violence, including during displacements, such as sexual and gender-based violence, as well as many barriers, such as in access to education, healthcare, decent housing and other basic services; is extremely concerned by the unprecedented number of forcibly displaced people as a result of human rights violations, which has doubled in the past 10 years; welcomes the activation of the Temporary Protection Directive17 and calls for its use when necessary; calls for the strengthening of efforts in the protection of the right of migrants and to guarantee their access to all basic services, including while in transit, and to respect the principle of non-refoulement; calls for an immediate end to the illegal practice of pushbacks; calls for the root causes of migration and forced displacement to be addressed;  _________________ 17 Council Directive 2001/55/EC of 20 July 2001 on minimum standards for giving temporary protection in the event of a mass influx of displaced persons and on measures promoting a balance of efforts between Member States in receiving such persons and bearing the consequences thereof (OJ L 212, 7.8.2001, p. 12).",44. Insists that the EU’s migration policy is to blame for the erosion of the human rights and the safety of citizens of the Member States; emphasises that migrants would not risk their lives to travel to Europe if pull factors were not being created by EU policies; notes that some of these weaknesses are not adequately addressed in the Migration Pact; insists on a policy of the regional placement of refugees and on making international funding conditional upon the effective implementation of return and readmission agreements with third countries;,2023/2118(INI)
A9-0424/2023-16,NULL,"44a. Notes with concern that non- governmental organisations (NGOs) play a major role in facilitating migrant smuggling by acting as a shuttle service and by giving migrants advice on how to circumvent national laws by instructing them to dispose of their travel and identification documentation; emphasises that NGOs that facilitate illegal migration should not receive any EU funding and reiterates that illegal search and rescue operations by NGOs, as well as all other activities in support of illegal entry into the Member States, should be subject to prosecution in accordance with national law;",2023/2118(INI)
A9-0424/2023-22,NULL,"12 b. Highlights that UNRWA plays an irreplaceable role in providing critical aid to ensure the day to day survival of 2.2 million civilians in Gaza, who are facing an unspeakable threat to their lives and most basic rights; rejects the suspension of funding to UNRWA by 18 states, and recalls that if this decision is not reversed, UNRWA will run out of funds in the coming months; calls, therefore, for the EU and its Member States to grant UNRWA support with the proper funding to continue and to improve its life-saving humanitarian work;",2023/2118(INI)
A9-0424/2023-30,NULL,"11a. Is deeply concerned by the serious violations of international humanitarian law and the continuous deterioration of the humanitarian situation in Gaza; calls for an immediate and permanent ceasefire, an end to violence, for de- escalation and for full compliance with international law and international humanitarian law; reiterates its strong condemnation of the Hamas-led terrorist attacks of 7 October 2023 and calls again for the immediate and unconditional release of all hostages; condemns the disproportionate Israeli military response which has caused an unprecedented civilian death toll – particularly among children and women – and a humanitarian catastrophe; calls on the Israeli Government not to take military action in Rafah that would worsen an already catastrophic humanitarian situation and prevent the urgently needed provision of basic services and humanitarian assistance; calls on Israel to cease all indiscriminate attacks against civilians resulting in collective punishment of the population living in Gaza, and to abide by the binding ruling of the International Court of Justice ordering provisional measures; recalls that upholding respect for international law in Gaza and the region is of key importance for safeguarding a rules- based international order; stresses, in this regard, that the EU’s ability to maintain a coherent and principled position will determine its credibility in the international community; recalls that respect for human rights and democratic principles constitutes an essential component of the EU-Israel Association Agreement; takes note of the request to the Commission by two Member States to undertake a review of whether Israel is complying with its obligations under the agreement; calls for the EU to make full use of the leverage provided by the agreement to demand an immediate end to violations and abuses in Israel, the West Bank and Gaza;",2023/2118(INI)
A9-0424/2023-31,NULL,"– having regard to the 10th Anniversary of the release of the UN Commission of Inquiry Report on Human Rights Abuses in North Korea of 7 February 2014,",2023/2118(INI)
A9-0424/2023-32,NULL,40a. Calls on the Commission to cease all funding of Islamism and organisations with ties to Islamism as well as campaigns glorifying or legitimising the hijab;,2023/2118(INI)
A9-0424/2023-36,"G. whereas the number of autocracies has increased, with 70 % of the world’s population now living under authoritarian rule according to the University of Gothenburg13; whereas democratic backsliding has become a defining global trend in politics and includes established democracies, which still face problems of political polarisation, institutional dysfunction and threats to civil liberties; whereas this rise in authoritarianism, illiberalism and reactionary trends worldwide, including in the European Union, threatens the global rules-based order, the protection and promotion of human rights and democracy in the world, as well as the values and principles on which the European Union is founded;          _________________  13 University of Gothenburg, ‘The world is becoming increasingly authoritarian – but there is hope’, 2 March 2023 https://www.gu.se/en/news/the-world-is-becoming- increasingly-authoritarian-but-there-is-hope.","G. whereas the number of autocracies has increased, with 70 % of the world’s population now living under authoritarian rule according to the University of Gothenburg13; whereas democratic backsliding has become a defining global trend in politics and includes established democracies, which still face problems of political polarisation, institutional dysfunction and threats to civil liberties; whereas this rise in authoritarianism, illiberalism and reactionary trends worldwide, including in the European Union, threatens the global rules-based order, the protection and promotion of human rights and democracy in the world, as well as the values and principles on which the European Union is founded; whereas Russia poses an extremely serious threat to the stability of democracies in the EU, spreading misinformation and fake news in electoral campaigns and financing riots and acts of terrorism to support independence movements, such as the attempted coup d’état in 2017 in the Spanish region of Catalonia; _________________  13 University of Gothenburg, ‘The world is becoming increasingly authoritarian – but there is hope’, 2 March 2023 https://www.gu.se/en/news/the-world-is-becoming- increasingly-authoritarian-but-there-is-hope.",2023/2118(INI)
A9-0424/2023-37,"G. whereas the number of autocracies has increased, with 70 % of the world’s population now living under authoritarian rule according to the University of Gothenburg13; whereas democratic backsliding has become a defining global trend in politics and includes established democracies, which still face problems of political polarisation, institutional dysfunction and threats to civil liberties; whereas this rise in authoritarianism, illiberalism and reactionary trends worldwide, including in the European Union, threatens the global rules-based order, the protection and promotion of human rights and democracy in the world, as well as the values and principles on which the European Union is founded;  _________________  13 University of Gothenburg, ‘The world is becoming increasingly authoritarian – but there is hope’, 2 March 2023 https://www.gu.se/en/news/the-world-is-becoming- increasingly-authoritarian-but-there-is-hope.","G. whereas the number of autocracies has increased, with 70 % of the world’s population now living under authoritarian rule according to the University of Gothenburg13; whereas democratic backsliding has become a defining global trend in politics and includes established democracies, which still face problems of political polarisation, institutional dysfunction and threats to civil liberties; whereas this rise in authoritarianism has been most dramatic in the Pacific region, Eastern Europe, Central Asia, South America, and the Caribbean; whereas it threatens the global rules-based order, the protection and promotion of human rights and democracy in the world, as well as the values and principles on which the European Union is founded; _________________  13 University of Gothenburg, ‘The world is becoming increasingly authoritarian – but there is hope’, 2 March 2023 https://www.gu.se/en/news/the-world-is-becoming- increasingly-authoritarian-but-there-is-hope.",2023/2118(INI)
A9-0424/2023-38,"31. Condemns any action or attempt to instigate, authorise, systematise or consent or acquiesce to torture and other cruel, inhuman or degrading treatment or punishment, enforced disappearances, arbitrary detentions and extrajudicial killings under any circumstances, including law enforcement; calls on all countries to adopt and implement effective measures with a victim-oriented approach, to prevent torture and other cruel, inhuman or degrading treatment or punishment, while ensuring accountability for perpetrators; and deplores the fact that their use continues to be widespread in many countries; notes with great concern the trend of increasing instances of torture worldwide and widespread impunity for its perpetrators; calls on all countries to systematically review their respective interrogation rules and protocols of conduct for law enforcement in line with international human rights standards;","31. Condemns any action or attempt to instigate, authorise, systematise or consent or acquiesce to torture and other cruel, inhuman or degrading treatment or punishment, enforced disappearances, arbitrary detentions and extrajudicial killings under any circumstances, including law enforcement; strongly denounces, in this regard, the latest enforced disappearances in Venezuela, linked to this year’s presidential election, such as that of Spanish citizen Rocío San Miguel and her relatives, as well as the recent deaths in prison of dissidents Alexei Navalny in Russia and Ihar Lednik in Belarus; calls on all countries to adopt and implement effective measures with a victim-oriented approach, to prevent torture and other cruel, inhuman or degrading treatment or punishment, while ensuring accountability for perpetrators; and deplores the fact that their use continues to be widespread in many countries; notes with great concern the trend of increasing instances of torture worldwide and widespread impunity for its perpetrators; calls on all countries to systematically review their respective interrogation rules and protocols of conduct for law enforcement in line with international human rights standards;",2023/2118(INI)
